place_id,tag_type,tag_description,tag_value,source
ChIJe3XTfQbJBZERP7gk6MKAVFQ,Children,Family discount,TRUE,parsed
ChIJe3XTfQbJBZERP7gk6MKAVFQ,Other,LGBTQ+ friendly,TRUE,parsed
ChIJwy6ggZC3BZER3XbcHvxB8tM,Amenities,Toilet,TRUE,parsed
ChIJPWxX5gDRBZER1LeoJ419ACM,Amenities,Toilet,TRUE,parsed
ChIJPWxX5gDRBZER1LeoJ419ACM,Payments,Debit cards,TRUE,parsed
ChIJPWxX5gDRBZER1LeoJ419ACM,Payments,NFC mobile payments,TRUE,parsed
ChIJPWxX5gDRBZER1LeoJ419ACM,Payments,Credit cards,TRUE,parsed
ChIJlYGuR9nIBZERDTNNPHOPDrE,Amenities,Toilet,TRUE,parsed
ChIJFRt8un67BZERRhMFNLShgtI,Amenities,Toilet,TRUE,parsed
ChIJZSSeoRTFBZERpUdBnFFB6hI,Amenities,Toilet,TRUE,parsed
ChIJxQAKcK_JBZERIL5Ve7JNsAw,Amenities,Toilet,TRUE,parsed
ChIJj-vVKgrPBZERqLodth-aueI,Amenities,Toilet,TRUE,parsed
ChIJj-vVKgrPBZERqLodth-aueI,Amenities,Restaurant,FALSE,parsed
ChIJtd_NNADpBZERnKKzBELjDA0,Amenities,Toilet,TRUE,parsed
ChIJ2badz7rJBZERxHaIC4ApV2Q,Amenities,Toilet,TRUE,parsed
ChIJgTAHm9HHBZERqH8Sfg4j4WQ,Accessibility,Wheelchair-accessible car park,FALSE,parsed
ChIJgTAHm9HHBZERqH8Sfg4j4WQ,Accessibility,Wheelchair-accessible entrance,FALSE,parsed
ChIJgTAHm9HHBZERqH8Sfg4j4WQ,Amenities,Toilet,TRUE,parsed
ChIJe58qHQDPBZERcOlRkfXry8o,Amenities,Toilet,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Service options,Online classes,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Service options,On-site services,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Accessibility,Wheelchair-accessible entrance,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Accessibility,Wheelchair-accessible seating,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Accessibility,Wheelchair-accessible car park,FALSE,parsed
ChIJleickSfFBZERvxocs06mECI,Accessibility,Wheelchair-accessible toilet,FALSE,parsed
ChIJleickSfFBZERvxocs06mECI,Amenities,Gender-neutral toilets,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Amenities,Toilet,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Atmosphere,Shower,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Payments,Credit cards,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Payments,NFC mobile payments,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Children,Discounts for kids,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Parking,Free of charge street parking,TRUE,parsed
ChIJleickSfFBZERvxocs06mECI,Parking,Free parking lot,TRUE,parsed
ChIJtwb4dADJBZER1-b2zKidZzU,Amenities,Toilet,TRUE,parsed
ChIJtwb4dADJBZER1-b2zKidZzU,Parking,Free of charge street parking,TRUE,parsed
ChIJEzX-loTLBZER0JUz0_GZeRM,Amenities,Toilet,TRUE,parsed
ChIJEzX-loTLBZER0JUz0_GZeRM,Children,Good for kids,TRUE,parsed
ChIJr4hIAu_LBZERILPbEM-CM9w,Amenities,Toilet,TRUE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Service options,On-site services,TRUE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Accessibility,Assistive hearing loop,FALSE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Accessibility,Wheelchair-accessible car park,FALSE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Accessibility,Wheelchair-accessible entrance,FALSE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Accessibility,Wheelchair-accessible seating,FALSE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Accessibility,Wheelchair-accessible toilet,FALSE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Amenities,Toilet,TRUE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Planning,Appointment required,TRUE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Children,Family discount,TRUE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Parking,Free of charge street parking,TRUE,parsed
ChIJD6btPMbHBZER9x_64LBItW0,Parking,Free parking lot,TRUE,parsed
ChIJ0-QO8jTRBZERpLcqXjB3Kr4,Amenities,Toilet,TRUE,parsed
ChIJQ31ia9PRBZERRfVjIYN9VuA,Amenities,Toilet,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Service options,Online classes,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Service options,On-site services,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Amenities,Toilet,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Crowd,LGBTQ+ friendly,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Crowd,Transgender safe space,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Planning,Appointment required,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Parking,Free of charge street parking,TRUE,parsed
ChIJH-p69sm3BZERtabzgMfhqW0,Other,LGBTQ+ friendly,TRUE,parsed
ChIJG9kQoXbJBZER3AlWHo88KO4,Service options,On-site services,TRUE,parsed
ChIJG9kQoXbJBZER3AlWHo88KO4,Service options,Online classes,FALSE,parsed
ChIJG9kQoXbJBZER3AlWHo88KO4,Accessibility,Wheelchair-accessible entrance,TRUE,parsed
ChIJG9kQoXbJBZER3AlWHo88KO4,Amenities,Toilet,TRUE,parsed
ChIJG9kQoXbJBZER3AlWHo88KO4,Planning,Appointment required,TRUE,parsed
ChIJ4e04LYrJBZERJn9FTvP_KYc,Amenities,Toilet,TRUE,parsed
ChIJ4e04LYrJBZERJn9FTvP_KYc,Planning,Appointment required,TRUE,parsed
ChIJ4e04LYrJBZERJn9FTvP_KYc,Parking,Free of charge street parking,TRUE,parsed
ChIJzRmx2l3vBZERIv9LuWJr-UY,Amenities,Toilet,TRUE,parsed
ChIJubZD0HvFBZERQWkbdUOlvgQ,Amenities,Toilet,TRUE,parsed
ChIJz03HLXzBBZERrg1vTS-hH8o,Amenities,Toilet,TRUE,parsed
ChIJMWm_TyDFBZERPAmzxjVEhbo,Amenities,Toilet,TRUE,parsed
ChIJMWm_TyDFBZERPAmzxjVEhbo,Crowd,LGBTQ+ friendly,TRUE,parsed
ChIJMWm_TyDFBZERPAmzxjVEhbo,Crowd,Transgender safe space,TRUE,parsed
ChIJMWm_TyDFBZERPAmzxjVEhbo,Other,LGBTQ+ friendly,TRUE,parsed
ChIJwTj8Xu7FBZERi0agsCck9RU,Amenities,Toilet,TRUE,parsed
ChIJSYYL9dbpBZERAH45ckrXXJI,Service options,Outdoor services,TRUE,parsed
ChIJSYYL9dbpBZERAH45ckrXXJI,Service options,On-site services,TRUE,parsed
ChIJSYYL9dbpBZERAH45ckrXXJI,Amenities,Toilet,TRUE,parsed
ChIJSYYL9dbpBZERAH45ckrXXJI,Children,Discounts for kids,TRUE,parsed
ChIJSYYL9dbpBZERAH45ckrXXJI,Children,Family discount,TRUE,parsed
ChIJSYYL9dbpBZERAH45ckrXXJI,Parking,Free of charge street parking,TRUE,parsed
ChIJiUD0uIzJBZERMtyqr78xuGk,Amenities,Toilet,TRUE,parsed
ChIJ92Sw1zfJBZERjzp-2jBBPCc,Amenities,Toilet,TRUE,parsed
ChIJ92Sw1zfJBZERjzp-2jBBPCc,Payments,Credit cards,TRUE,parsed
ChIJ92Sw1zfJBZERjzp-2jBBPCc,Payments,Debit cards,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Service options,Outdoor services,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Service options,On-site services,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Amenities,Gender-neutral toilets,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Amenities,Toilet,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Atmosphere,Shower,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Crowd,LGBTQ+ friendly,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Planning,Appointment required,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Children,Family discount,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Parking,Free of charge street parking,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Parking,Free parking lot,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Parking,On-site parking,TRUE,parsed
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Other,LGBTQ+ friendly,TRUE,parsed
ChIJl0MWi2DPBZERgFcEjhaUsr4,Amenities,Toilet,TRUE,parsed
ChIJ8_BFx5PPBZERWwYNTecWaQ0,Amenities,Toilet,TRUE,parsed
ChIJTftM_zrIBZERka67kYT47XQ,Service options,On-site services,TRUE,parsed
ChIJTftM_zrIBZERka67kYT47XQ,Amenities,Toilet,TRUE,parsed
ChIJTftM_zrIBZERka67kYT47XQ,Atmosphere,Shower,TRUE,parsed
ChIJTftM_zrIBZERka67kYT47XQ,Parking,Free of charge street parking,TRUE,parsed
ChIJTftM_zrIBZERka67kYT47XQ,Parking,Free parking lot,TRUE,parsed
ChIJTftM_zrIBZERka67kYT47XQ,Parking,On-site parking,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Service options,Online classes,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Service options,On-site services,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Accessibility,Wheelchair-accessible car park,FALSE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Accessibility,Wheelchair-accessible entrance,FALSE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Amenities,Toilet,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Payments,Credit cards,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Payments,Debit cards,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Payments,NFC mobile payments,TRUE,parsed
ChIJYVOUbjvIBZERdBp3eI6wbZk,Children,Good for kids,TRUE,parsed
ChIJsZ2tIsLHBZER37S3_pK3UIs,Amenities,Toilet,TRUE,parsed
ChIJsZ2tIsLHBZER37S3_pK3UIs,Parking,Free of charge street parking,TRUE,parsed
ChIJsZ2tIsLHBZER37S3_pK3UIs,Parking,Free parking lot,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,From the business,Identifies as women-owned,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Service options,On-site services,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Service options,Online classes,FALSE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Accessibility,Wheelchair-accessible car park,FALSE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Accessibility,Wheelchair-accessible entrance,FALSE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Amenities,Toilet,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Amenities,Swimming pool,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Atmosphere,Shower,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Crowd,LGBTQ+ friendly,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Crowd,Transgender safe space,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Payments,Debit cards,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Payments,NFC mobile payments,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Payments,Credit cards,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Children,Good for kids,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Parking,Paid multi-storey car park,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Parking,Paid parking lot,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Other,LGBTQ+ friendly,TRUE,parsed
ChIJR7eS71vOBZERIgPBA0j4K7E,Other,Identifies as women-owned,TRUE,parsed
ChIJOWUMw77PBZERy8POn-61MWk,Amenities,Toilet,TRUE,parsed
ChIJ7ZUIvK7FBZERUZZa79pBF54,Payments,Debit cards,TRUE,parsed
ChIJ7ZUIvK7FBZERUZZa79pBF54,Payments,Credit cards,TRUE,parsed
ChIJ7ZUIvK7FBZERUZZa79pBF54,Children,Good for kids,TRUE,parsed
ChIJPSIV6RrFBZER_QQAA2iF31s,Amenities,Toilet,TRUE,parsed
ChIJh4tNXAG3BZERzNdN3Wepyjo,Amenities,Toilet,TRUE,parsed
ChIJfR7pXMrRBZERFdTSKfVDIKg,Amenities,Toilet,TRUE,parsed
ChIJfR7pXMrRBZERFdTSKfVDIKg,Children,Good for kids,TRUE,parsed
ChIJieoTqpHFBZEReDjwbQNIQmc,Amenities,Toilet,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,From the business,Identifies as women-owned,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Service options,On-site services,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Service options,Online classes,FALSE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Amenities,Toilet,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Crowd,LGBTQ+ friendly,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Planning,Appointment required,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Planning,Membership required,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Children,Good for kids,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Other,LGBTQ+ friendly,TRUE,parsed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Other,Identifies as women-owned,TRUE,parsed
ChIJ4aVREwDHBZERglyIXiaVZ9Y,Amenities,Toilet,TRUE,parsed
ChIJ148eGJzJBZER-YR5bt1dUDM,Amenities,Toilet,TRUE,parsed
ChIJ148eGJzJBZER-YR5bt1dUDM,Parking,On-site parking,TRUE,parsed
ChIJK8LnTOjFBZERBwnyzoHB4IY,Amenities,Toilet,TRUE,parsed
ChIJK8LnTOjFBZERBwnyzoHB4IY,Children,Good for kids,TRUE,parsed
ChIJ85ntbIC7BZERa5AoRUpRtro,Amenities,Toilet,TRUE,parsed
ChIJ85ntbIC7BZERa5AoRUpRtro,Children,Good for kids,TRUE,parsed
ChIJcVtkKVrHBZERpcPJO0DIVvo,Accessibility,Wheelchair-accessible car park,FALSE,parsed
ChIJcVtkKVrHBZERpcPJO0DIVvo,Accessibility,Wheelchair-accessible entrance,FALSE,parsed
ChIJcVtkKVrHBZERpcPJO0DIVvo,Amenities,Toilet,TRUE,parsed
ChIJeaNN3PW3BZER1JN21LAn4G4,Amenities,Toilet,TRUE,parsed
ChIJ19FlnzW5BZERqD67s4vRqvk,about_json_error_or_empty,NA,NA,recovery
ChIJbehiZfDHBZERxD71uXfBsvE,about_json_error_or_empty,NA,NA,recovery
ChIJvxVDJhq5BZERQHmnynp95sg,about_json_error_or_empty,NA,NA,recovery
ChIJ_ajXUwDJBZERn-ZfOy2Pt4g,about_json_error_or_empty,NA,NA,recovery
ChIJf9J7Su7QBZER5OjNsKwQDeI,about_json_error_or_empty,NA,NA,recovery
ChIJ95fwUFe5BZERNKqeERCzfFI,about_json_error_or_empty,NA,NA,recovery
ChIJeZn4EQDHBZERK-YhvBUA_nI,about_json_error_or_empty,NA,NA,recovery
ChIJdyuWXifRBZERL7akeaIyRfA,about_json_error_or_empty,NA,NA,recovery
ChIJ3ZU-A2-5BZERY2-mnwJImBg,about_json_error_or_empty,NA,NA,recovery
ChIJ6fWKZTjHBZERsaEjmGjhWx8,about_json_error_or_empty,NA,NA,recovery
ChIJUYZHwv65BZERZDLI2FygMwc,about_json_error_or_empty,NA,NA,recovery
ChIJcS5KKr_QBZERqHtSYCUJARg,about_json_error_or_empty,NA,NA,recovery
ChIJNwNYneXPBZERvnx_1rWKLmQ,about_json_error_or_empty,NA,NA,recovery
ChIJEXuVY_i3BZER08CWMOYLlzA,about_json_error_or_empty,NA,NA,recovery
ChIJo5dfznG7BZERUKPgRmSt_tE,about_json_error_or_empty,NA,NA,recovery
ChIJIxkhu37HBZEROfIG-FHuJYM,about_json_error_or_empty,NA,NA,recovery
ChIJSb1NrmPJBZERf34Gt0a60eM,about_json_error_or_empty,NA,NA,recovery
ChIJkfQshOjFBZERHZm1o7HcYTE,about_json_error_or_empty,NA,NA,recovery
ChIJP6z8pTTJBZERkq2_VrWh5QA,about_json_error_or_empty,NA,NA,recovery
ChIJkwetawDPBZERe4-TTmC1ho0,about_json_error_or_empty,NA,NA,recovery
ChIJpx8PrxK5BZER6zsdCeVE_ks,about_json_error_or_empty,NA,NA,recovery
ChIJd7C6LJbJBZER0URIRWAiJcY,about_json_error_or_empty,NA,NA,recovery
ChIJ2_uPUwDJBZERQmMjPUSEARI,about_json_error_or_empty,NA,NA,recovery
ChIJtdJazrDh8YsRSc-mT_xbFvs,about_json_error_or_empty,NA,NA,recovery
ChIJ1YklegDPBZER1Ibv-FUqkaM,about_json_error_or_empty,NA,NA,recovery
ChIJrQBS6LjDBZERZTLseobjQDo,about_json_error_or_empty,NA,NA,recovery
ChIJaR7YcY7vBZER3FZOVZx4bHg,about_json_error_or_empty,NA,NA,recovery
ChIJx2KpUbvJBZERSXuxS6VWegQ,about_json_error_or_empty,NA,NA,recovery
ChIJCZ9ET-npBZERmwkARU697XA,about_json_error_or_empty,NA,NA,recovery
ChIJVW0EmhHHBZER_JJo4iXfnkY,about_json_error_or_empty,NA,NA,recovery
