place_id,Friday_open,Monday_open,Saturday_open,Sunday_open,Thursday_open,Tuesday_open,Wednesday_open,Friday_close,Monday_close,Saturday_close,Sunday_close,Thursday_close,Tuesday_close,Wednesday_close,Friday_closed,Monday_closed,Saturday_closed,Sunday_closed,Thursday_closed,Tuesday_closed,Wednesday_closed,Friday_pattern_flag,Monday_pattern_flag,Saturday_pattern_flag,Sunday_pattern_flag,Thursday_pattern_flag,Tuesday_pattern_flag,Wednesday_pattern_flag
ChIJ2wEqSgLJBZER6Nr2SfsZm_E,07:00,07:00,NA,NA,07:00,07:00,07:00,20:30,20:30,NA,NA,20:30,20:30,20:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJ3ZU-A2-5BZERY2-mnwJImBg,08:00,08:00,NA,NA,08:00,08:00,08:00,21:00,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJ3cBfgAbJBZERjo1i2MqHYMk,06:00,06:00,NA,NA,06:00,06:00,06:00,21:30,21:30,NA,NA,21:30,21:30,21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJ3ca_7GfOBZER0kYN24RJ7KY,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24hrs,24hrs,24hrs,24hrs,24hrs,24hrs,24hrs
ChIJ433FgiDOBZER8YkaGFvLvBw,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24hrs,24hrs,24hrs,24hrs,24hrs,24hrs,24hrs
ChIJ4TZ_D_PQBZERuXFy_OVaZUU,09:00,09:00,09:00,NA,09:00,09:00,09:00,21:00,21:00,21:00,NA,21:00,21:00,21:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ4Y4PDdzHBZERJXAhgGULTzE,10:00,10:00,NA,NA,10:00,10:00,10:00,17:00,17:00,NA,NA,17:00,17:00,17:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJ4aVREwDHBZERglyIXiaVZ9Y,06:00,06:00,NA,NA,06:00,06:00,06:00,22:00,22:00,NA,NA,22:00,22:00,22:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJ4d2EXxbRBZER_xbi4ogLMxU,07:30,07:30,07:30,NA,07:30,07:30,07:30,22:00,22:00,22:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ4e04LYrJBZERJn9FTvP_KYc,10:00,10:00,NA,NA,11:00,11:00,10:00,21:00,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJ50sMOerHBZERn8tKf7_hoAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJ59fyEPi5BZER8SxRYGoYSio,06:30,06:30,09:00,NA,08:30,08:30,06:30,23:00,23:00,12:00,NA,21:30,21:30,23:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ5fiUf_HHBZERYOsZZA9xFTU,NA,NA,NA,NA,04:00,NA,04:00,NA,NA,NA,NA,17:00,NA,17:00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,closed,closed,closed,closed,standard,closed,standard
ChIJ65L-5m7FBZERFuWGrOis81s,07:00,07:00,07:00,NA,07:00,07:00,07:00,23:00,23:00,23:00,NA,23:00,23:00,23:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ6fWKZTjHBZERsaEjmGjhWx8,06:00,06:00,06:00,NA,06:00,06:00,06:00,23:00,23:00,23:00,NA,23:00,23:00,23:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ7SkTjy_vBZERaGwB_oSVhn8,07:00,07:00,11:00,NA,NA,NA,07:00,20:30,20:30,12:30,NA,NA,NA,20:30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,standard,standard,standard,closed,closed,closed,standard
ChIJ7ZUIvK7FBZERUZZa79pBF54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJ85ntbIC7BZERa5AoRUpRtro,09:00,09:00,09:00,NA,06:00,06:00,09:00,22:00,22:00,21:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ8R-GFhDJBZERhtpx6oScBN4,05:00,05:00,08:00,NA,05:00,05:00,05:00,22:00,22:00,12:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ8_BFx5PPBZERWwYNTecWaQ0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJ92Sw1zfJBZERjzp-2jBBPCc,10:00,10:00,10:00,NA,10:00,10:00,10:00,22:00,22:00,12:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJ93hXYyfHBZERcjGFyxcuVdE,06:00,06:00,08:30,09:00,06:00,06:00,06:00,22:30,22:30,18:30,13:00,22:30,22:30,22:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJ95fwUFe5BZERNKqeERCzfFI,05:00,05:00,NA,NA,NA,NA,05:00,07:00,07:00,NA,NA,NA,NA,07:00,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,standard,standard,closed,closed,closed,closed,standard
ChIJ978EWfa5BZERiREZ7hbxVA0,NA,NA,NA,NA,08:00,08:00,NA,NA,NA,NA,NA,22:00,22:00,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,closed,closed,closed,closed,standard,standard,closed
ChIJ9QBFvzyfBZERfeRaigDBmh8,07:00,07:00,07:00,07:00,07:00,07:00,07:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJA-eyd8bIBZERzlDlMoT-BUo,06:00,06:00,07:00,NA,06:00,06:00,06:00,23:00,23:00,20:00,NA,23:00,23:00,23:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJAQXOKwvNBZERqF_wMqqlaZc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJARxB5svRBZERNPsy3ne2Cns,06:00,08:00,09:30,09:30,06:00,06:00,08:00,20:00,22:00,13:30,13:30,20:00,20:00,22:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJBTqvMrvOBZERKOlujH1mxM8,09:00,09:00,09:00,NA,09:00,09:00,09:00,22:30,22:30,22:30,NA,22:30,22:30,22:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJBWk2LFfHBZEReyxW8Pzqrnc,06:00,06:00,08:00,NA,06:00,06:00,06:00,23:00,23:00,13:00,NA,23:00,23:00,23:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJBwYcZrjFBZERCoxUbCbvnRw,08:00,08:00,08:00,08:00,08:00,08:00,08:00,21:30,21:30,21:30,21:30,21:30,21:30,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJBzhPuPrPBZERLz7z0Txc60c,04:00,04:00,04:00,NA,04:00,04:00,04:00,22:30,22:30,18:00,NA,22:30,22:30,20:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJCZ9ET-npBZERmwkARU697XA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJCb45ex3JBZERc1ODq5sRUPU,06:00,06:00,NA,NA,06:00,06:00,06:00,21:00,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJD6btPMbHBZER9x_64LBItW0,06:30,06:30,07:30,NA,06:00,06:00,06:30,21:00,21:00,08:30,NA,21:00,21:00,21:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJDYJJFte9BZERJbEyFnQ5e9I,08:00,08:00,08:00,08:00,08:00,08:00,08:00,21:30,21:30,21:30,21:30,21:30,21:30,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJERtB_gzJBZERgcXx1-xaPVE,06:30,06:30,08:30,08:00,06:30,06:30,06:30,22:30,22:30,18:30,12:00,22:30,22:30,22:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJEXKqbTO3BZER3euLTELXG_U,06:30,06:30,12:00,NA,06:30,06:30,06:30,10:00,10:00,04:00,NA,10:00,10:00,10:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJEXuVY_i3BZER08CWMOYLlzA,06:00,06:00,NA,NA,06:00,06:00,06:00,21:00,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJEzX-loTLBZER0JUz0_GZeRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJFRt8un67BZERRhMFNLShgtI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJG05Mh_DHBZERetDpq21KTFw,09:00,09:00,09:00,10:00,06:00,06:00,09:00,22:00,21:00,12:00,11:30,22:00,22:00,21:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJG1UHBFrJBZERLbEeqYaaKuY,06:30,06:30,06:30,06:30,06:30,06:30,06:30,21:30,21:30,21:30,13:00,17:30,17:30,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJG9kQoXbJBZER3AlWHo88KO4,07:30,07:30,07:00,10:00,06:30,06:30,06:00,21:00,21:00,08:30,13:00,08:00,08:00,21:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJGy2VpEjPBZERRuN81xfxeJc,05:00,05:00,10:00,NA,05:00,05:00,05:00,21:30,21:30,14:00,NA,21:30,21:30,21:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJH-p69sm3BZERtabzgMfhqW0,07:00,16:30,NA,NA,04:30,04:30,16:30,09:00,00:00,NA,NA,19:30,19:30,00:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJH2ACIMDPBZERfhs_s1bpIRM,07:30,07:30,NA,NA,07:30,07:30,07:30,22:00,22:00,NA,NA,22:00,22:00,22:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJHbWmE0zFBZERzpHMxHI3tJU,09:00,09:00,NA,NA,03:30,03:30,09:00,21:30,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJIxkhu37HBZEROfIG-FHuJYM,06:00,06:00,06:00,06:00,06:00,06:00,06:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJJ-HrgETHBZERj90CNmOWPh4,06:30,06:30,NA,NA,06:30,06:30,06:30,20:30,20:30,NA,NA,20:30,20:30,20:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJK54LUY6ZBZERR-WxLMqnM2I,05:00,05:00,NA,NA,05:00,05:00,05:00,22:00,22:00,NA,NA,22:00,22:00,22:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJK8LnTOjFBZERBwnyzoHB4IY,05:00,05:00,10:00,NA,05:00,05:00,05:00,22:00,22:00,18:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJKaKtOJLTBZERIcXehVZ4ODk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJKesXee25BZERRTPN-SaAGX4,NA,NA,06:30,NA,06:30,06:30,NA,NA,NA,22:00,NA,22:00,22:00,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,closed,closed,standard,closed,standard,standard,closed
ChIJM6SvQ-3JBZERvH2XIwsA4kY,04:30,04:30,NA,NA,06:00,06:00,04:30,21:30,21:30,NA,NA,22:00,22:00,21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJMWm_TyDFBZERPAmzxjVEhbo,09:00,09:00,09:00,NA,09:00,09:00,09:00,22:00,22:00,22:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJMdRaup_PBZERDM9AVTMzd6w,08:00,08:00,08:00,NA,08:00,08:00,08:00,18:00,18:00,13:00,NA,18:00,18:00,18:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJN3QsxCbPBZERgR2YabPmQbA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJN5ZmqUjDBZERfg6CAsw_DIk,05:30,05:00,NA,NA,06:30,06:30,05:00,21:30,21:30,NA,NA,21:30,21:30,21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJN9wzg_zRBZERNZr_IawriMM,11:00,11:00,11:00,NA,11:00,11:00,11:00,21:30,21:30,15:00,NA,21:30,21:30,21:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJNeMy2jDJBZERawYM4lCPlLc,04:00,04:00,11:00,NA,04:00,04:00,04:00,21:30,21:30,13:00,NA,21:30,21:30,21:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJNwNYneXPBZERvnx_1rWKLmQ,06:00,06:00,06:00,10:00,06:00,06:00,06:00,22:00,22:00,21:00,15:00,22:00,22:00,22:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJOWUMw77PBZERy8POn-61MWk,03:00,03:00,03:00,NA,03:00,03:00,03:00,22:00,22:00,20:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJOfOF4ui9BZERNEHtLiFSW_U,00:00,00:00,NA,NA,00:00,00:00,00:00,23:59,23:59,NA,NA,23:59,23:59,23:59,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,24hrs,24hrs,closed,closed,24hrs,24hrs,24hrs
ChIJOfVTLj_JBZERTUyB_kKhYnc,09:30,09:30,NA,NA,09:30,09:30,09:30,21:30,21:30,NA,NA,21:30,21:30,21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJP096eO_RBZERoalEPIOyesI,05:00,05:00,NA,NA,06:00,06:00,05:00,21:30,21:30,NA,NA,21:30,21:30,21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJP6z8pTTJBZERkq2_VrWh5QA,NA,NA,06:00,NA,06:00,06:00,NA,NA,NA,08:00,NA,21:30,21:30,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,closed,closed,standard,closed,standard,standard,closed
ChIJPSIV6RrFBZER_QQAA2iF31s,08:00,08:00,08:00,NA,08:00,08:00,08:00,22:00,22:00,12:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJPWxX5gDRBZER1LeoJ419ACM,11:00,11:00,07:00,NA,04:00,04:00,11:00,22:00,22:00,13:00,NA,20:00,20:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJPaZRdMPHBZER5ztEW3DODhQ,06:00,06:00,09:00,NA,06:00,06:00,06:00,21:00,21:00,11:00,NA,21:00,21:00,21:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJQ2RMgsTHBZER5qEcaRKPudY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJQ2fNfwe4BZERh-TrCyDrHOk,07:00,07:00,09:30,NA,07:00,07:00,07:00,21:30,21:30,14:00,NA,21:30,21:30,21:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJQ31ia9PRBZERRfVjIYN9VuA,06:00,06:00,06:00,NA,06:00,06:00,06:00,21:00,21:00,15:00,NA,21:00,21:00,21:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJR5qRsOrIBZERjnI90IPBAfk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJR7eS71vOBZERIgPBA0j4K7E,06:00,06:00,08:00,09:00,06:00,06:00,06:00,21:00,21:00,20:00,14:00,21:00,21:00,21:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJRWJggGTJBZERQY3h-qj4SOc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJRXLy5FTJBZER3lPKDIM2_Gg,07:30,07:30,NA,NA,NA,NA,07:30,21:30,21:30,NA,NA,NA,NA,21:30,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,standard,standard,closed,closed,closed,closed,standard
ChIJSYYL9dbpBZERAH45ckrXXJI,03:00,03:00,06:00,NA,03:00,07:00,03:00,22:00,22:00,12:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJSb1NrmPJBZERf34Gt0a60eM,06:30,06:30,08:00,NA,06:30,06:30,06:30,22:00,22:00,13:00,NA,22:00,22:00,22:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJTQbQ2VbVBZERIvXW_Nrgoyw,07:30,07:30,07:30,07:30,07:00,07:30,07:30,20:00,20:00,21:00,21:00,21:00,21:00,20:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJTST-HcnJBZERrNhTM-u_rJA,09:00,09:00,09:00,09:00,09:00,09:00,09:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJTftM_zrIBZERka67kYT47XQ,06:00,06:00,NA,NA,06:00,06:00,06:00,21:00,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJUYZHwv65BZERZDLI2FygMwc,04:00,04:00,NA,NA,04:00,04:00,04:00,21:00,21:00,NA,NA,21:00,21:00,21:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJVTkYBQy4BZER8Lrs_Th1Gyg,09:00,09:00,09:00,NA,09:00,09:00,09:00,21:30,21:30,13:00,NA,21:30,21:30,21:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
ChIJVW0EmhHHBZER_JJo4iXfnkY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJVxAkJBXHBZERuJ5Z1IzrEPc,03:30,03:30,NA,NA,06:00,06:00,03:30,11:00,11:00,NA,NA,19:00,19:00,11:00,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,standard,standard,closed,closed,standard,standard,standard
ChIJWYDztR25BZERa12oVlSlFC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,missing,missing,missing,missing,missing,missing,missing
ChIJWcjah627BZERr3KaEviXWL4,07:00,07:00,07:00,07:00,07:00,07:00,07:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,standard,standard,standard,standard,standard,standard,standard
ChIJX_TLpF_JBZER0h0_mprkNC0,06:00,08:00,NA,NA,NA,NA,08:00,07:30,21:30,NA,NA,NA,NA,21:30,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,standard,standard,closed,closed,closed,closed,standard
ChIJXfqFUWXHBZERBCWUtdh8OzA,06:30,06:30,10:00,NA,08:30,08:30,06:30,11:00,23:00,12:00,NA,22:00,22:00,23:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,standard,standard,standard,closed,standard,standard,standard
