place_id,name,city,lat,lon,has_kids_classes,has_women_classes,has_open_mat,drop_in_fee,beginner_friendly,family_friendly,accessible_entrance,speaks_english,speaks_portuguese,offers_gi,offers_no_gi,overall_rating,num_reviews,reviews_link,photo_link,logo_link,whatsapp_number,instagram,facebook
ChIJlbGtU7_LBZERmVRwOcVZAmg,B13 academy,San Miguel,-12.0781831,-77.1058616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,https://search.google.com/local/reviews?placeid=ChIJlbGtU7_LBZERmVRwOcVZAmg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYeru810Uh0_7fUXylpagXkxHWdffq8TlhskQQ_j9d_X5yu_GN_TImpc4orbLsjJ8_b0JYPEXdjOZony6eVRgwwO6Ra-r3rAw4q9LgVmeR1FzeWQIzzhUjXFwUzu308IXHsXBH=w800-h500-k-no,NA,NA,NA,NA
ChIJf9J7Su7QBZER5OjNsKwQDeI,Berserker Escuela,Carabayllo,-11.8944995,-77.0418412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJf9J7Su7QBZER5OjNsKwQDeI,NA,NA,NA,NA,NA
ChIJRWJggGTJBZERQY3h-qj4SOc,Black Dragons,San Miguel,-12.0747653,-77.0964352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,17,https://search.google.com/local/reviews?placeid=ChIJRWJggGTJBZERQY3h-qj4SOc,https://lh3.googleusercontent.com/p/AF1QipMfpGTlJF7pYR56DqSGHinsPPy2j8paVcEDfrub=w800-h500-k-no,https://lh3.googleusercontent.com/-Cokq0IBoQCE/AAAAAAAAAAI/AAAAAAAAAAA/UgU73kFFEJE/s44-p-k-no-ns-nd/photo.jpg,+51998233479,NA,https://www.facebook.com/BlackDragonsPeru
ChIJ7SkTjy_vBZERaGwB_oSVhn8,Black House Jiu Jitsu Chosica,Lurigancho-Chosica,-11.9428002,-76.7055874,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,7,https://search.google.com/local/reviews?placeid=ChIJ7SkTjy_vBZERaGwB_oSVhn8,NA,NA,NA,NA,NA
ChIJ95fwUFe5BZERNKqeERCzfFI,Blue Fighter,San Juan de Miraflores,-12.1494028,-76.9620585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,https://search.google.com/local/reviews?placeid=ChIJ95fwUFe5BZERNKqeERCzfFI,https://lh3.googleusercontent.com/p/AF1QipMnZFPCAKBDxIGWEPz0hpwluND6HXoazPWNeeto=w800-h500-k-no,https://lh5.googleusercontent.com/-m2i6t3AA3Fg/AAAAAAAAAAI/AAAAAAAAAAA/bsNq9seKgyI/s44-p-k-no-ns-nd/photo.jpg,+51994180688,NA,NA
ChIJBWk2LFfHBZEReyxW8Pzqrnc,Capone Jiu Jitsu and MMA,La Molina,-12.0926941,-76.9511287,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,16,https://search.google.com/local/reviews?placeid=ChIJBWk2LFfHBZEReyxW8Pzqrnc,https://lh3.googleusercontent.com/p/AF1QipPK5VeYp9Pc28Xn3t-N_dGPZBHjox2eg3Qzbq8=w800-h500-k-no,https://lh3.googleusercontent.com/-GeWAjl8wuLE/AAAAAAAAAAI/AAAAAAAAAAA/S1iGjTfNXCc/s44-p-k-no-ns-nd/photo.jpg,+51955341979,https://www.instagram.com/bjjteamcapone,NA
ChIJVxAkJBXHBZERuJ5Z1IzrEPc,Capone Kids,Lima,-12.0927795,-76.9511668,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJVxAkJBXHBZERuJ5Z1IzrEPc,https://lh3.googleusercontent.com/p/AF1QipPbtkJxExNOVCEmd_hjJLVewi12u5MmZjQjP5eP=w800-h500-k-no,https://lh6.googleusercontent.com/-Y4h4g3terlA/AAAAAAAAAAI/AAAAAAAAAAA/shELd9LI19I/s44-p-k-no-ns-nd/photo.jpg,+51941970044,https://www.instagram.com/caponebjjkids,NA
ChIJeZn4EQDHBZERK-YhvBUA_nI,CAPONE TEAM © Jiu Jitsu & MMA (sede Salamanca),Ate,-12.0799009,-76.9804944,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,12,https://search.google.com/local/reviews?placeid=ChIJeZn4EQDHBZERK-YhvBUA_nI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noj2fjaOFE81W9VIowCsLYNRotwf7TrMsQijzbeX8BjU_2vY6GwDREv2fd37wBf9a1Ss_NN2uUemfREzeTu-_onFnguzOAFq2v4e-Y-Wqzyy6j61lreLhAi-UG4hHBLvmXnpxv8pxgBO9LT=w800-h500-k-no,NA,+51906148213,https://www.instagram.com/caponeteam.salamanca,NA
ChIJm6XxcgS5BZER8rNsS3pqcIk,Casa Calavera,Chorrillos,-12.17575,-76.9991631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,13,https://search.google.com/local/reviews?placeid=ChIJm6XxcgS5BZER8rNsS3pqcIk,https://lh3.googleusercontent.com/p/AF1QipMF0pKTClwpZIkH-Po3BYeyZAiyCa6OC9Q5oE7T=w800-h500-k-no,https://lh5.googleusercontent.com/-QnsuiOG83wY/AAAAAAAAAAI/AAAAAAAAAAA/ACKOTOogZxc/s44-p-k-no-ns-nd/photo.jpg,+51960136107,NA,NA
ChIJDYJJFte9BZERJbEyFnQ5e9I,Casa Calavera Jose Galvez,Pachacamac,-12.2271497,-76.9039419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,https://search.google.com/local/reviews?placeid=ChIJDYJJFte9BZERJbEyFnQ5e9I,https://lh3.googleusercontent.com/p/AF1QipPigVTeIpSAEjxCM8Ze_Ki6DfzN226R9y3ovWQr=w800-h500-k-no,https://lh4.googleusercontent.com/-pRn9t3feNNw/AAAAAAAAAAI/AAAAAAAAAAA/jiWypVQ5qcM/s44-p-k-no-ns-nd/photo.jpg,+51946187709,NA,NA
ChIJ4TZ_D_PQBZERuXFy_OVaZUU,Centro de Artes Marciales COBRA,Carabayllo,-11.8991671,-77.0356558,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJ4TZ_D_PQBZERuXFy_OVaZUU,NA,NA,NA,NA,NA
ChIJdyuWXifRBZERL7akeaIyRfA,CENTRO DE ARTES MARCIALES GAME FIGHT COMAS,Comas,-11.9344561,-77.0556958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJdyuWXifRBZERL7akeaIyRfA,NA,https://lh3.googleusercontent.com/-TenNZYmOb1o/AAAAAAAAAAI/AAAAAAAAAAA/Z3FTAdtFYto/s44-p-k-no-ns-nd/photo.jpg,+51912951630,https://www.instagram.com/gamefightcomas,NA
ChIJoX5d-zW3BZERvLanKo27QSY,Chorrillos fight center,Chorrillos,-12.1768836,-77.0113008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.8,4,https://search.google.com/local/reviews?placeid=ChIJoX5d-zW3BZERvLanKo27QSY,https://lh3.googleusercontent.com/p/AF1QipOmOMA9I3eZrv2nXfywQTIdNzYpk5hpchGCRRmV=w800-h500-k-no,https://lh4.googleusercontent.com/-X8ZZNxiGihI/AAAAAAAAAAI/AAAAAAAAAAA/thAdn29mE5A/s44-p-k-no-ns-nd/photo.jpg,+51923122121,NA,NA
ChIJBwYcZrjFBZERCoxUbCbvnRw,Club de Judo Kyoeikan,San Juan de Lurigancho,-11.9748915,-77.0028938,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,https://search.google.com/local/reviews?placeid=ChIJBwYcZrjFBZERCoxUbCbvnRw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDcE3dVf_tx5PBa0ymEfJuyFzCgIysB4qb5eep4XJIKzIDdJkZmy6ZG3FTK3Fy9tm3XXV2nuwPkav3lG-nG5aZM32ewBQuc4iuhAnl807Wd1Wy9llU-0vlySa-AXDbkxpGBzJS=w800-h500-k-no,NA,+51936224286,NA,NA
ChIJR5qRsOrIBZERjnI90IPBAfk,Club de Judo - Takenori Ito,La Victoria,-12.0641998,-77.0340747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,2,https://search.google.com/local/reviews?placeid=ChIJR5qRsOrIBZERjnI90IPBAfk,NA,NA,+51956741885,NA,NA
ChIJeUrtvNnJBZERNyjbCLzob6k,Club Los Indomables,La Victoria,-12.0754954,-77.020386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,6,https://search.google.com/local/reviews?placeid=ChIJeUrtvNnJBZERNyjbCLzob6k,https://lh3.googleusercontent.com/p/AF1QipO46owr3SuyvngXOURt5HL_rajY0pulTdnxvy77=w800-h500-k-no,https://lh6.googleusercontent.com/-APUMoLfFWV0/AAAAAAAAAAI/AAAAAAAAAAA/YsNyY-DxGfo/s44-p-k-no-ns-nd/photo.jpg,+51968202697,NA,NA
ChIJY5uxEwDHBZERzW87SSNLl4A,CombatZone,Santiago de Surco,-12.1117221,-76.9911894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,https://search.google.com/local/reviews?placeid=ChIJY5uxEwDHBZERzW87SSNLl4A,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npOn7-ESfqvvR0ZWBwm4RXx3kZ63fPVQPiBcuSknjIbHT1mCoLgL8u6SUNXHqIh2G3q5Pn-dIJ1wV-DqdI3pdpTlAmKpTJVkZK0DnNfNE4ysOWAsw7rfWZcNfU3VV_WqoNinsW9=w800-h500-k-no,NA,NA,NA,NA
ChIJQ2RMgsTHBZER5qEcaRKPudY,CONSTRICTOR PERÚ - JIU JITSU & MMA,Ate,-12.0826739,-76.9845845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.8,16,https://search.google.com/local/reviews?placeid=ChIJQ2RMgsTHBZER5qEcaRKPudY,https://lh3.googleusercontent.com/p/AF1QipNnongFI3vXCCdNTbv7R2fZlNJAF7OeC9BxAgUW=w800-h500-k-no,https://lh6.googleusercontent.com/-cc_HxHzYEpo/AAAAAAAAAAI/AAAAAAAAAAA/Y8pj0epCrBA/s44-p-k-no-ns-nd/photo.jpg,+51949131694,https://www.instagram.com/toughkitchen_,NA
ChIJ2wEqSgLJBZER6Nr2SfsZm_E,Contacto Livre,Lima,-12.0796855,-77.0589658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,19,https://search.google.com/local/reviews?placeid=ChIJ2wEqSgLJBZER6Nr2SfsZm_E,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npeAcuz6CeaTxGHi0oh-B9Oedk3hGZtgT5BNp13UI3H-iDZEwyG3dkN4HIN7cmhyruEaHPEFQr0N3yz2gImueF1KPBLcbD3JK6Jd9x6b_wSkYPtQA0oPel4OOfdAhW6QPoXmoQm=w800-h500-k-no,https://lh3.googleusercontent.com/-IM6KnNxVFTE/AAAAAAAAAAI/AAAAAAAAAAA/gaPIoniLDOI/s44-p-k-no-ns-nd/photo.jpg,+51931510135,NA,NA
ChIJ3ZU-A2-5BZERY2-mnwJImBg,Core Jiu Jitsu & Luta Livre Surco,Santiago de Surco,-12.1298503,-76.9844173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,https://search.google.com/local/reviews?placeid=ChIJ3ZU-A2-5BZERY2-mnwJImBg,NA,https://lh6.googleusercontent.com/-PHCQmIMlr4s/AAAAAAAAAAI/AAAAAAAAAAA/EAInsBs8TCo/s44-p-k-no-ns-nd/photo.jpg,+51998124113,NA,https://www.facebook.com/corejiujitsulutalivre
ChIJH2ACIMDPBZERfhs_s1bpIRM,Core Jiu Jitsu Callao,Callao,-12.020619,-77.1011654,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJH2ACIMDPBZERfhs_s1bpIRM,https://lh3.googleusercontent.com/p/AF1QipOajIZesTXSNJ2zlyNnv2hcOtAxDq5nlBEt6-Ad=w800-h500-k-no,https://lh3.googleusercontent.com/-gBDPQ1DZ-UU/AAAAAAAAAAI/AAAAAAAAAAA/_6tsbNb9nXg/s44-p-k-no-ns-nd/photo.jpg,NA,NA,NA
ChIJ6fWKZTjHBZERsaEjmGjhWx8,DE Training,La Molina,-12.072831,-76.9544559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,https://search.google.com/local/reviews?placeid=ChIJ6fWKZTjHBZERsaEjmGjhWx8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKS3y1I09SvRm5boB-Nj5Dy45nzAE_MFKzAgKgdJsq46OJ-PJLwpJLDu1dcW0CH94h-3-hahsGOsuZXPIKrxHBd33jnfzrpM4oGUpaw3rxHWy1V7drtiHbRAziYNfl6-p-jUN2=w800-h500-k-no,NA,+51928798172,NA,NA
ChIJ65L-5m7FBZERFuWGrOis81s,Doble A-Team De la Mata,Lima,-11.954747,-76.9916853,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,3,https://search.google.com/local/reviews?placeid=ChIJ65L-5m7FBZERFuWGrOis81s,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfHNCFXN0jb3eHzQtJAX_4TDWW4WasrX8bOHEyKFnECFsght_X92fLRR4ikm717DEjULLrN5RKhzK5j6Y1_4D3TzxVXVSGKubWCQTpnkn9co8BFrOZfOouAzgFt3D0GgQKDydI=w800-h500-k-no,NA,NA,NA,NA
ChIJUYZHwv65BZERZDLI2FygMwc,DOJO BOYKA FIGHT - ARTES MARCIALES MIXTAS,San Juan de Miraflores,-12.1293686,-76.9577789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJUYZHwv65BZERZDLI2FygMwc,NA,https://lh6.googleusercontent.com/-KN81cTnEVLA/AAAAAAAAAAI/AAAAAAAAAAA/hNpFaIj4RVE/s44-p-k-no-ns-nd/photo.jpg,+51925108147,NA,NA
