place_id,name,city,lat,lon,has_kids_classes,has_women_classes,has_open_mat,drop_in_fee,beginner_friendly,family_friendly,accessible_entrance,speaks_english,speaks_portuguese,offers_gi,offers_no_gi,overall_rating,num_reviews,reviews_link,photo_link,logo_link,whatsapp_number,instagram,facebook
ChIJcS5KKr_QBZERqHtSYCUJARg,Dojo Hermandad,Carabayllo,-11.8788988,-77.0306987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJcS5KKr_QBZERqHtSYCUJARg,NA,NA,NA,NA,NA
ChIJOfOF4ui9BZERNEHtLiFSW_U,Dojo Lurín,Lurin,-12.2764449,-76.8717649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,34,https://search.google.com/local/reviews?placeid=ChIJOfOF4ui9BZERNEHtLiFSW_U,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfCbZ1aWEbJvS8BvMkfC-Ia30c-kUtyn8DgZxDgMSWVX8A7sLWWRTBwaGccM1fZfdV1bATQIkwoudlmBKNwZ6_ux-0ez5Cw0sR9wB1D-108xVgvTVpPDqptTz_D4r5PmbDb873gw=w800-h500-k-no,NA,NA,NA,NA
ChIJvXw3qH7JBZERLNp_Vfw8XJo,Dojo Mentesaiko,Surquillo,-12.1139094,-77.0154485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,12,https://search.google.com/local/reviews?placeid=ChIJvXw3qH7JBZERLNp_Vfw8XJo,https://lh3.googleusercontent.com/p/AF1QipMSI5_E2JyiqLSe7b-5cf4S9DFMK9MnewwMbUxJ=w800-h500-k-no,https://lh3.googleusercontent.com/-o8Cg7qPMaQo/AAAAAAAAAAI/AAAAAAAAAAA/sC9rCvr6ANE/s44-p-k-no-ns-nd/photo.jpg,+51921597271,https://www.instagram.com/dojomentesaiko.bjjmma,NA
ChIJza2soSGjBZERGi_K1jWpiCw,Dojo punta hermosa,Punta Hermosa,-12.3305081,-76.8283175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,https://search.google.com/local/reviews?placeid=ChIJza2soSGjBZERGi_K1jWpiCw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npy6k3kI4gUriSDb-B4XT_2KJAKuQfaog4wxqlCdVK0GCPDPfynw4Xr9UYIu7tYQ6OfTbY2SLd5MUp69Pn5N8M1iPIhvs9BAKmjAYcqMLl5LA-Vabje4jJC5kZhhgR6gZEYMX69=w800-h500-k-no,https://lh4.googleusercontent.com/-5fZZrK447Tk/AAAAAAAAAAI/AAAAAAAAAAA/FZmiEmTYrc8/s44-p-k-no-ns-nd/photo.jpg,NA,https://www.instagram.com/dojopuntahermosa,NA
ChIJ9QBFvzyfBZERfeRaigDBmh8,Dojo San Bartolo,San Bartolo,-12.3912012,-76.777961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,https://search.google.com/local/reviews?placeid=ChIJ9QBFvzyfBZERfeRaigDBmh8,https://lh3.googleusercontent.com/p/AF1QipOyWM9uXSHb4J229Y9yKYlP6MzGuqPam0Zx3OZ9=w800-h500-k-no,https://lh6.googleusercontent.com/-DA8ZlKIqL5E/AAAAAAAAAAI/AAAAAAAAAAA/1G11O_5MfDM/s44-p-k-no-ns-nd/photo.jpg,+51994914068,NA,NA
ChIJ433FgiDOBZER8YkaGFvLvBw,DRAGON ROJO ESCUELA DE ARTES MARCIALES,Comas,-11.944999,-77.0466801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,3,https://search.google.com/local/reviews?placeid=ChIJ433FgiDOBZER8YkaGFvLvBw,https://lh3.googleusercontent.com/p/AF1QipOQh7ALigS_cc0metqpV6qrYskaq1m2RVPHVNlN=w800-h500-k-no,https://lh3.googleusercontent.com/-MuG2JW2_xW0/AAAAAAAAAAI/AAAAAAAAAAA/m1f0kMJl2QU/s44-p-k-no-ns-nd/photo.jpg,+51965434066,NA,NA
ChIJpbOPHQDPBZERgNhOqhBdNlI,Dream Art Los Olivos,Lima,-12.0046274,-77.06451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,https://search.google.com/local/reviews?placeid=ChIJpbOPHQDPBZERgNhOqhBdNlI,https://lh3.googleusercontent.com/p/AF1QipPpS8Cup_GivQSHoEe7GImLP3SMQcK33ZuX3ehh=w800-h500-k-no,https://lh4.googleusercontent.com/-0FK4CSYUxec/AAAAAAAAAAI/AAAAAAAAAAA/kR3GRBAOQs0/s44-p-k-no-ns-nd/photo.jpg,NA,NA,NA
ChIJkb7L-yPHBZERvMfhofqs9f0,Dream Art Peru-Jiu Jitsu || Academia de Artes Marciales,Santiago de Surco,-12.108864,-76.9717262,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,73,https://search.google.com/local/reviews?placeid=ChIJkb7L-yPHBZERvMfhofqs9f0,https://lh3.googleusercontent.com/p/AF1QipMNrumPNLzIyPtMei87NJSV01vKCSvV6cUPv8yK=w800-h500-k-no,https://lh6.googleusercontent.com/-JqppZQXQAgA/AAAAAAAAAAI/AAAAAAAAAAA/rFaqbhuzteI/s44-p-k-no-ns-nd/photo.jpg,+51967000574,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku
ChIJ_49ZfwC5BZER25WIUu0zge8,Dream Art San Juan,San Juan de Miraflores,-12.1437102,-76.9738876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJ_49ZfwC5BZER25WIUu0zge8,https://lh3.googleusercontent.com/p/AF1QipO3eayHH_NrOCP_i_MfgqOv6WdXEzM5UK-uc8qr=w800-h500-k-no,https://lh5.googleusercontent.com/-Cp8wx5m1TLA/AAAAAAAAAAI/AAAAAAAAAAA/Lg-agVYY93U/s44-p-k-no-ns-nd/photo.jpg,+51902787543,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku
ChIJ_x2r75vJBZERgmBgN_FrDIM,Dream Art San Miguel,San Miguel,-12.0680388,-77.0982904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,11,https://search.google.com/local/reviews?placeid=ChIJ_x2r75vJBZERgmBgN_FrDIM,https://lh3.googleusercontent.com/p/AF1QipNIh8jmb1TxMUOBKwmaCn-CkP4j8wtjxvTd4rNL=w800-h500-k-no,https://lh3.googleusercontent.com/-bfv9KeDYyoQ/AAAAAAAAAAI/AAAAAAAAAAA/kQSDIQJqi44/s44-p-k-no-ns-nd/photo.jpg,+51993549293,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku
ChIJ13qNn8TJBZERWbv_je4pbBw,ECO-L,Lince,-12.088314,-77.0304701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJ13qNn8TJBZERWbv_je4pbBw,NA,NA,+51957475521,NA,NA
ChIJ8R-GFhDJBZERhtpx6oScBN4,El Dogo Training Center,Pueblo Libre,-12.0749349,-77.0693434,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.8,20,https://search.google.com/local/reviews?placeid=ChIJ8R-GFhDJBZERhtpx6oScBN4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6DqZ0AdadAVAaQy1BtiiE7LjzvWLYGGL0craaes0OzJmctw3lJSgn1YTDz9LPN_pWTOTS-XTO9nHLbN_MEhkTkAgPao_dXBtbKhOgess8IDkmZdi9p0lA7E0y3NjVkJaP8kOc=w800-h500-k-no,NA,+51999958488,NA,NA
ChIJPaZRdMPHBZER5ztEW3DODhQ,El Templo,Lima,-12.1018526,-76.9961979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,10,https://search.google.com/local/reviews?placeid=ChIJPaZRdMPHBZER5ztEW3DODhQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkoM7SI7ZLaBFFJ6EVpT9J_gYehpcNLT_lGcpU_G8fxh5gT4v5hLxr7J1eZqiBLtDMMqiSSheF9fNsM4jDYr7mp_m8oSEozHkcfhMvm0zHvz-AnNHxDbMc5H-xSZMVSn4JI61W=w800-h500-k-no,NA,NA,NA,https://www.facebook.com/El.TemploJiujitsu
ChIJTQbQ2VbVBZERIvXW_Nrgoyw,Escuela búfalos MMA.(Artes marciales mixtas)en ventanilla Pachacutec incawasi.,Ventanilla,-11.8433252,-77.1543889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,8,https://search.google.com/local/reviews?placeid=ChIJTQbQ2VbVBZERIvXW_Nrgoyw,https://lh3.googleusercontent.com/p/AF1QipNHvj0ZgedwfRCEkjNt_GkY8rOJ0gI-cF8tqE9h=w800-h500-k-no,https://lh5.googleusercontent.com/-KZvwCuO49x0/AAAAAAAAAAI/AAAAAAAAAAA/3O0BqJP6-wM/s44-p-k-no-ns-nd/photo.jpg,+51970746344,NA,NA
ChIJjY4SOaZ1BZERRHxcdzy-H4Y,Escuela de artes marciales | Adamu MMA | Chilca,Chilca,-12.5133659,-76.7382538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,24,https://search.google.com/local/reviews?placeid=ChIJjY4SOaZ1BZERRHxcdzy-H4Y,https://lh3.googleusercontent.com/p/AF1QipMJkBOQffi3PouDjwOl1nxBaBx1ZWn0XRFTV3N6=w800-h500-k-no,https://lh4.googleusercontent.com/-dxalNzpR-wY/AAAAAAAAAAI/AAAAAAAAAAA/sker28UqoKI/s44-p-k-no-ns-nd/photo.jpg,+51997912551,https://www.instagram.com/adamu.mma/,https://www.facebook.com/people/Adamu-MMA/61555242338472/
ChIJBTqvMrvOBZERKOlujH1mxM8,Escuela De Combate RUMBLE,San Martín de Porres,-12.0287975,-77.090943,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,28,https://search.google.com/local/reviews?placeid=ChIJBTqvMrvOBZERKOlujH1mxM8,https://lh3.googleusercontent.com/p/AF1QipOxTOY_VQq3EXjvJo3NePpStr7uxmFNvicspg0-=w800-h500-k-no,https://lh5.googleusercontent.com/-6RrVvTFiGJ0/AAAAAAAAAAI/AAAAAAAAAAA/pRtp-ya4FnY/s44-p-k-no-ns-nd/photo.jpg,+51922377582,NA,NA
ChIJ__8gaBnJBZERMs5FSMPbsFg,ESCUELA DE JIUJITSU CARLSON GRACIE TEAM PERÚ,Pueblo Libre,-12.0694676,-77.0636531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,https://search.google.com/local/reviews?placeid=ChIJ__8gaBnJBZERMs5FSMPbsFg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9AiCgRhFvE7Y1yk-D9nHVHDVEF1S8ntOX7_E-nDR8lUowqKo7dkZzrbAmjN7V_rqDF3nMBlygB-8kchF0r63fMFV90hJU7Mbo_1RgFnxyj2HoVTZAhyl0uUoWyThWd42-n1oM=w800-h500-k-no,NA,+51997430784,https://www.instagram.com/bendezudojo,https://www.facebook.com/110210538451726
ChIJ3ca_7GfOBZER0kYN24RJ7KY,Escuela Pitbull Artes Marciales Mixtas,Los Olivos,-11.9879921,-77.0802581,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,33,https://search.google.com/local/reviews?placeid=ChIJ3ca_7GfOBZER0kYN24RJ7KY,NA,NA,+51930242842,NA,https://www.facebook.com/EscuelaPitbulllartesmarcialesmixtas
ChIJ4d2EXxbRBZER_xbi4ogLMxU,Extreme Gym,Lima,-11.930384,-77.0444677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJ4d2EXxbRBZER_xbi4ogLMxU,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrzSSOkBdrlMC_J8EJkogbPHe4F5xvNjULcUmuj7M_WVDNV3-yaKtw41quS2UBoDmbwqErzBIg2F91SkfS5J2qGPFbex_0C7Y1d89kgCKNxh16LmHXaiam24t0GA75K5OVJtawPsnRp3xs=w800-h500-k-no,NA,+51914610785,NA,NA
ChIJq4XJ2-nPBZERtqn6GDsB-cQ,FAT,Los Olivos,-11.9772126,-77.0795273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,https://search.google.com/local/reviews?placeid=ChIJq4XJ2-nPBZERtqn6GDsB-cQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np3QH5Wa49gylJLswnIaC_ZMvXxQhnTb3BVFto_N-xgTg4Nx6qFD8I0AZBQwSnX-ZLq7lDKaAm9CCyYZtFBnZ1A4BQxYXAjkQAtv0foCPL7i5g5mymA1Dfnrw5jt5GvsxQ1VkDj=w800-h500-k-no,NA,+51957746776,NA,https://www.facebook.com/MMA-Salmistas-105755281341416
ChIJfWAsKx_IBZERt1ZX_T0dxT4,Fight Academy Miraflores,Miraflores,-12.1245778,-77.0310438,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,384,https://search.google.com/local/reviews?placeid=ChIJfWAsKx_IBZERt1ZX_T0dxT4,https://lh3.googleusercontent.com/p/AF1QipMvmf4rghdo2BbGZRJ3j1gjlo_e3hT-MMMm7qoA=w800-h500-k-no,https://lh3.googleusercontent.com/-DuXB3JJVJJg/AAAAAAAAAAI/AAAAAAAAAAA/aXYV-sZMgKM/s44-p-k-no-ns-nd/photo.jpg,+51967195860,https://www.instagram.com/fightacademymiraflores,NA
ChIJqSHozRjIBZERtbsnNkuMfng,Fight & Fitness,Miraflores,-12.1246139,-77.0309696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,55,https://search.google.com/local/reviews?placeid=ChIJqSHozRjIBZERtbsnNkuMfng,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBdO4nJeb53pytH976hnzYlrBkzCE7GKhjx15RKarD7ncj6W2FRkI9z-_uNhEZT8Iajj9su1aLsw5pEbKowvuNEbsPZF-UcaveYcpBxB_MkTd9vzkKM8D4OJouDSIzzdCwexzOYw=w800-h500-k-no,NA,NA,NA,NA
ChIJ-Y9xE8PFBZERYnNQ_wmVuXg,Fight Club Shogun Escuela de artes marciales mixtas,San Juan de Lurigancho,-12.0055374,-76.992765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,https://search.google.com/local/reviews?placeid=ChIJ-Y9xE8PFBZERYnNQ_wmVuXg,https://lh3.googleusercontent.com/p/AF1QipN0NOfr6SGrKrkV2I34X9WAp8cInnEiMQZ3eTyD=w800-h500-k-no,https://lh4.googleusercontent.com/-eL3_4mhcvLQ/AAAAAAAAAAI/AAAAAAAAAAA/s-ZJaOmt408/s44-p-k-no-ns-nd/photo.jpg,+51936971879,NA,NA
ChIJa1MpRMDPBZER3Zq-EXTKhP8,Fighters Factory - Artes Marciales y Defensa Personal,San Martín de Porres,-12.0197065,-77.0592057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,29,https://search.google.com/local/reviews?placeid=ChIJa1MpRMDPBZER3Zq-EXTKhP8,https://lh3.googleusercontent.com/p/AF1QipNFC6Rbn6RMX1Cgfm9AMKTorm_BhyliTK4_YP6r=w800-h500-k-no,https://lh4.googleusercontent.com/-ZLGIoALPYUg/AAAAAAAAAAI/AAAAAAAAAAA/pPbmbFtQqgk/s44-p-k-no-ns-nd/photo.jpg,+51942397337,NA,NA
ChIJNwNYneXPBZERvnx_1rWKLmQ,fox academy,Lima,-12.0179359,-77.0740454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJNwNYneXPBZERvnx_1rWKLmQ,NA,NA,NA,NA,NA
ChIJAQXOKwvNBZERqF_wMqqlaZc,francopedrozamma,San Martín de Porres,-11.9933539,-77.1103647,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJAQXOKwvNBZERqF_wMqqlaZc,NA,https://lh3.googleusercontent.com/-Wa5vE5MFlIs/AAAAAAAAAAI/AAAAAAAAAAA/iHPr4ces13A/s44-p-k-no-ns-nd/photo.jpg,NA,NA,NA
ChIJKesXee25BZERRTPN-SaAGX4,FudoZen Jiu Jitsu - Taurus BJJ,Lima,-12.1646596,-76.9901245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,https://search.google.com/local/reviews?placeid=ChIJKesXee25BZERRTPN-SaAGX4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqxzf_j2p7JbwuoXEGK7NB2BWv9gVdK6-P-QEdLxYzFuMr0eSv4ShwfkZMKzBlvKA-I9AZK--PksC5fP51cTKKTQUc0kV5ZcgHGvlrGSqz6RMDlhPKZtimatcGO50z3WNPOeIM=w800-h500-k-no,https://lh5.googleusercontent.com/-oFEXrToBMyg/AAAAAAAAAAI/AAAAAAAAAAA/DO6VNtZw0vc/s44-p-k-no-ns-nd/photo.jpg,+51967713492,NA,NA
ChIJ1YpSKgDJBZERKDmUGecW1nQ,Galera Bjj,Miraflores,-12.127395,-77.0131293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,https://search.google.com/local/reviews?placeid=ChIJ1YpSKgDJBZERKDmUGecW1nQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1RgorrzQ0n-D_YV5CHcZl617LUjsc9u9p_Ag9JQKVZ9TDCtlu7G76ex5yD-WRGVp4BZ_kSo-ri1mr-apGtPPOYsSEgcq3mMBLdNkbi8ILOAv2A3zSmxNh1_J4WtXP5a4aPkA=w800-h500-k-no,https://lh6.googleusercontent.com/-uXc8SFJ18_Y/AAAAAAAAAAI/AAAAAAAAAAA/WAxzxjW76w4/s44-p-k-no-ns-nd/photo.jpg,NA,https://www.instagram.com/galera_bjj,NA
ChIJqT3IfADFBZERiGYMI6Qk8xc,Samurái Ate Vitarte BJJ Galpón Fight Club MMA JIUJITSU,Ate,-12.0301352,-76.9283328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,26,https://search.google.com/local/reviews?placeid=ChIJqT3IfADFBZERiGYMI6Qk8xc,https://lh3.googleusercontent.com/p/AF1QipPXLuK791Ai9GhASCfObUJolsRtTUlTwkjlqXGi=w800-h500-k-no,https://lh3.googleusercontent.com/-svsTjradqxw/AAAAAAAAAAI/AAAAAAAAAAA/6KVjmS_0SCI/s44-p-k-no-ns-nd/photo.jpg,+51967948401,https://www.instagram.com/galpon.fight.club.mma,NA
ChIJEXuVY_i3BZER08CWMOYLlzA,Gaman Perú,Miraflores,-12.1308693,-77.023229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,24,https://search.google.com/local/reviews?placeid=ChIJEXuVY_i3BZER08CWMOYLlzA,https://lh3.googleusercontent.com/p/AF1QipMVUZGwH2nwipTtNyuUmexFCx2bV2cXpHWj_rZc=w800-h500-k-no,https://lh4.googleusercontent.com/-ngyk1_NDlQQ/AAAAAAAAAAI/AAAAAAAAAAA/LBggkTa7jtk/s44-p-k-no-ns-nd/photo.jpg,+51924135819,NA,NA
ChIJEXKqbTO3BZER3euLTELXG_U,Game Fight Chorrillos,Chorrillos,-12.1674056,-77.0191872,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,https://search.google.com/local/reviews?placeid=ChIJEXKqbTO3BZER3euLTELXG_U,https://lh3.googleusercontent.com/p/AF1QipP6l3tvr5EAY_exrJ28MV6pujDLenHAmsU-YN_T=w800-h500-k-no,https://lh5.googleusercontent.com/-9NOG-MQogVQ/AAAAAAAAAAI/AAAAAAAAAAA/9scLgzo7gKA/s44-p-k-no-ns-nd/photo.jpg,+51985681099,https://www.instagram.com/gamefightchorrillos,NA
ChIJXfqFUWXHBZERBCWUtdh8OzA,Gentle Art Training Center,San Luis,-12.0798373,-77.0041697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,https://search.google.com/local/reviews?placeid=ChIJXfqFUWXHBZERBCWUtdh8OzA,https://lh3.googleusercontent.com/p/AF1QipPkkaTdUY87I1lmTQmltw3cDHI_mWRsaK3GvkeE=w800-h500-k-no,https://lh3.googleusercontent.com/-A8IIBawofOs/AAAAAAAAAAI/AAAAAAAAAAA/r6gW9yEXXEE/s44-p-k-no-ns-nd/photo.jpg,+51992221229,NA,NA
ChIJA-eyd8bIBZERzlDlMoT-BUo,Gimnasio Club Apolo Gym,Lima,-12.0543637,-77.0392088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,67,https://search.google.com/local/reviews?placeid=ChIJA-eyd8bIBZERzlDlMoT-BUo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npG5mIUgD0ASLOaQEhc-Hu0Ugct2dsV6QuKmjIMJfWHzOpH3gAzxEy-cwTmgwv_vQjgehrdxapggRXtMdD-S7Ze6j39yclf4CqVg8gkgt84mXO7w5xITgw4no8_EBdyQPIgK0tEEQ=w800-h500-k-no,https://lh5.googleusercontent.com/-s2f0cyCqueU/AAAAAAAAAAI/AAAAAAAAAAA/v0Z-zHOUdHs/s44-p-k-no-ns-nd/photo.jpg,+51934523464,NA,NA
ChIJOfVTLj_JBZERTUyB_kKhYnc,Gracie Barra San Miguel,San Miguel,-12.0768516,-77.091835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,21,https://search.google.com/local/reviews?placeid=ChIJOfVTLj_JBZERTUyB_kKhYnc,https://lh3.googleusercontent.com/p/AF1QipP-9DfZZB4Izlg_WKtlvDEtSCXD5nBxTQXIXNCr=w800-h500-k-no,https://lh6.googleusercontent.com/-MeTy43zlml4/AAAAAAAAAAI/AAAAAAAAAAA/6MHxeeD-c78/s44-p-k-no-ns-nd/photo.jpg,+51972466436,https://www.instagram.com/alavanca_peru,NA
ChIJJ-HrgETHBZERj90CNmOWPh4,Guigo Jiu Jitsu Surco,Santiago de Surco,-12.0965919,-76.9788514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,11,https://search.google.com/local/reviews?placeid=ChIJJ-HrgETHBZERj90CNmOWPh4,https://lh3.googleusercontent.com/p/AF1QipOxeyo7KDM9xNVzhyqbYZLDLz-xOZSOs6WpnfZB=w800-h500-k-no,https://lh5.googleusercontent.com/-MkjPEQ7BmG0/AAAAAAAAAAI/AAAAAAAAAAA/ALC5rVFupTI/s44-p-k-no-ns-nd/photo.jpg,+51993496833,NA,NA
ChIJo5dfznG7BZERUKPgRmSt_tE,Herreras Fight Center,Villa María del Triunfo,-12.216747,-76.920203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,https://search.google.com/local/reviews?placeid=ChIJo5dfznG7BZERUKPgRmSt_tE,https://lh3.googleusercontent.com/p/AF1QipM_S4m0yv-nR_gSrLuy9q9ajqUjSTpMf_EJdzDd=w800-h500-k-no,https://lh3.googleusercontent.com/-GOPbxOaXj8w/AAAAAAAAAAI/AAAAAAAAAAA/rzTJm1XzICo/s44-p-k-no-ns-nd/photo.jpg,+51986813053,NA,NA
ChIJIxkhu37HBZEROfIG-FHuJYM,Hippo BJJ Jiujitsu Perú | Academia de Artes Marciales,San Borja,-12.108061,-76.9920162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,https://search.google.com/local/reviews?placeid=ChIJIxkhu37HBZEROfIG-FHuJYM,NA,https://lh5.googleusercontent.com/-T3Wnx6vlecw/AAAAAAAAAAI/AAAAAAAAAAA/V9KXvrXE4KQ/s44-p-k-no-ns-nd/photo.jpg,+51999600162,NA,https://www.facebook.com/TeamHippoBjj
ChIJuSGxkgrRBZER1xdiRMDhh04,IF ACADEMY,Comas,-11.9470604,-77.0500755,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,https://search.google.com/local/reviews?placeid=ChIJuSGxkgrRBZER1xdiRMDhh04,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOxrCAuxWm8n7DxgA0Vi_ilwVoUdACd1E7oxN7EKWAPIyz1aZgeX4bAVd5kg4bmz5UUmKIy-GohF3stdmxuN5MwwU0Qv859hILmXEVLxJ5kfAiuS5ncvwzlOuGwkklgp0dh4nO0Q=w800-h500-k-no,NA,+51992194361,NA,NA
ChIJzwKq4Mi5BZER0d4ZhuG1mXA,INTI WALLA PERU,Chorrillos,-12.1868038,-77.0093161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,https://search.google.com/local/reviews?placeid=ChIJzwKq4Mi5BZER0d4ZhuG1mXA,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdGHR5h15mVvK28BhaJfj-8U8lrs5P4Ck0yraeDr54lc9iIIx5sF-hm7_sfHn67kED9oTGrjxtgw2n0FKsqAOwYBE02EbtYQw3Xbi49wngUaGTziw2Og0D_Qfe7ZWYUeh49tPP=w800-h500-k-no,NA,+51993891598,https://www.instagram.com/explore/locations/2281100328806244/inti-walla-peru/,https://www.facebook.com/p/INTI-WALLA-PERU-100063763851955/
ChIJN5ZmqUjDBZERfg6CAsw_DIk,jabali jiu jitsu,Lurigancho-Chosica,-12.0180868,-76.9152082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,8,https://search.google.com/local/reviews?placeid=ChIJN5ZmqUjDBZERfg6CAsw_DIk,https://lh3.googleusercontent.com/p/AF1QipOlf6Fcxo4wjULoEdK5gYxgk7d6n7Cu-F5CbzA=w800-h500-k-no,https://lh6.googleusercontent.com/-oZodG-G9g44/AAAAAAAAAAI/AAAAAAAAAAA/ueWynlztCJM/s44-p-k-no-ns-nd/photo.jpg,+51997705831,NA,NA
ChIJ_7g9iXnHBZERhEl77cpDon4,Japanese ju jitsu academy - Cobra kai peruano,El Agustino,-12.0438481,-76.9976965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,https://search.google.com/local/reviews?placeid=ChIJ_7g9iXnHBZERhEl77cpDon4,NA,NA,NA,NA,NA
