place_id,name,has_kids_classes,has_women_classes,has_open_mat,drop_in_fee,beginner_friendly,family_friendly,accessible_entrance,speaks_english,speaks_portuguese,offers_gi,offers_no_gi
ChIJlYGuR9nIBZERDTNNPHOPDrE,Team Perros Sarnosos - Mestre Hector Iberico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJFRt8un67BZERRhMFNLShgtI,Team Seven Jiu Jitsu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJZSSeoRTFBZERpUdBnFFB6hI,TeamCaritaMMA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJxQAKcK_JBZERIL5Ve7JNsAw,Tominaga Martial Training,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJj-vVKgrPBZERqLodth-aueI,Triangulo Jiujitsu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJtd_NNADpBZERnKKzBELjDA0,Valhalla Guigo Jiu Jitsu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ2badz7rJBZERxHaIC4ApV2Q,Viringos Jiu Jitsu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJgTAHm9HHBZERqH8Sfg4j4WQ,XTREME COMBAT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJe58qHQDPBZERcOlRkfXry8o,Academia Força & Fitness,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJleickSfFBZERvxocs06mECI,Academia Força & Fitness,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJtwb4dADJBZER1-b2zKidZzU,Academia The Factory - Artes Marciales,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJaR7YcY7vBZER3FZOVZx4bHg,ALVARO NOVOA CHOSICA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJEzX-loTLBZER0JUz0_GZeRM,AMB La Punta Muaythai&box,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJr4hIAu_LBZERILPbEM-CM9w,Asociacion de Residentes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJD6btPMbHBZER9x_64LBItW0,Attitude Fight Club,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ0-QO8jTRBZERpLcqXjB3Kr4,CENTRO DE ARTES MARCIALES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJQ31ia9PRBZERRfVjIYN9VuA,Club Deportivo InkaTAC Warriors,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJH-p69sm3BZERtabzgMfhqW0,De Vettori Karate Dojo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJG9kQoXbJBZER3AlWHo88KO4,Dojo Himawari,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJx2KpUbvJBZERSXuxS6VWegQ,Dojo uturunku,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ4e04LYrJBZERJn9FTvP_KYc,Escuela de Capoeira Nagô Perú,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJCZ9ET-npBZERmwkARU697XA,ESCUELA NOVOA - SEDE CHACLACAYO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJzRmx2l3vBZERIv9LuWJr-UY,ESCUELA NOVOA - Sede Yanacoto,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJubZD0HvFBZERQWkbdUOlvgQ,Escuelas de Artes Marciales Golden Rider Figth Team,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJz03HLXzBBZERrg1vTS-hH8o,Federación Internacional Taekwon-Do Tradicional Sam-il,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJMWm_TyDFBZERPAmzxjVEhbo,FERTEX ARTES MARCIALES VENCEDORES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJwTj8Xu7FBZERi0agsCck9RU,Fertex Guk-Gi (Buenos Aires),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJVW0EmhHHBZER_JJo4iXfnkY,Fight Club Perú,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJSYYL9dbpBZERAH45ckrXXJI,Fit House - Artes Marciales en Chaclacayo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJiUD0uIzJBZERMtyqr78xuGk,Kaizen Martial Arts,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ92Sw1zfJBZERjzp-2jBBPCc,Knockstar Team,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ2RQ12Su5BZER7k-Ju-QN95g,Knockstarteam Chorrillos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJl0MWi2DPBZERgFcEjhaUsr4,Martial Gym,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ8_BFx5PPBZERWwYNTecWaQ0,martial gym,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJTftM_zrIBZERka67kYT47XQ,MMA & Boxing Club,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJYVOUbjvIBZERdBp3eI6wbZk,Moving Zen Perú,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJsZ2tIsLHBZER37S3_pK3UIs,Panther Fight Academy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJR7eS71vOBZERIgPBA0j4K7E,Peru Fight Academy Norte: Boxeo - Muay Thai - MMA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJOWUMw77PBZERy8POn-61MWk,Predator Combat Academy - PCA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ7ZUIvK7FBZERUZZa79pBF54,Predator Fight Center,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJPSIV6RrFBZER_QQAA2iF31s,R1 Escuela De Deportes - Artes Marciales y fitness,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJh4tNXAG3BZERzNdN3Wepyjo,Strike Team Gym,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJfR7pXMrRBZERFdTSKfVDIKg,Team Chavez,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJieoTqpHFBZEReDjwbQNIQmc,Team La Jauría Fight Club,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJM6SvQ-3JBZERvH2XIwsA4kY,Tres Coronas MT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ4aVREwDHBZERglyIXiaVZ9Y,Triumph Fight Center academia de artes marciales,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ148eGJzJBZER-YR5bt1dUDM,True sports,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJK8LnTOjFBZERBwnyzoHB4IY,Under Fire Fight Club,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJ85ntbIC7BZERa5AoRUpRtro,Villa Fight,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJcVtkKVrHBZERpcPJO0DIVvo,VIP TRAINING LA MOLINA PREMIUM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ChIJeaNN3PW3BZER1JN21LAn4G4,ZENDO - MARTIAL ARTS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
